,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TOTAL_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,LABEL,TRACK_ID
0,0.3136287984322678,1.4513595000705513,0.015648379884808,0.2983241594529022,0.2515611897465882,36.38094061814306,0.1463680962068733,0.0459052501421802,0.1463680962068732,1.6404801346604707,Track_5,5
1,0.2821260132228412,1.1186672845236625,0.0060596686649308,0.3063667164904978,0.2079813684720942,38.36913779830641,0.0490915322267608,0.0138499982701366,0.0490915322267608,1.6938149810594707,Track_7,7
2,0.3777947793238314,1.481489653918488,0.0263471023685927,0.3139696019758109,0.2702920506229765,51.00229520871721,0.0476068023357346,0.0179856013827421,0.0476068023357345,1.814449898418356,Track_8,8
3,0.2321258065127687,1.2867365844817515,0.0014591375582484,0.2026762277289073,0.1500878006313894,107.00999680238634,0.0332250020684364,0.0077123804015242,0.0332250020684364,1.924168110784209,Track_9,9
4,0.3366850111184489,1.1950640989801211,0.0133201984383279,0.3505294631528618,0.2172664396134082,40.06551632309542,0.0800737433738778,0.0269596291781298,0.0800737433738778,1.9756477470188731,Track_12,12
5,0.2383624678453779,1.074175333006271,0.0058128502449237,0.1939341460007892,0.1828238784787595,70.79365295007722,0.1317153437822837,0.0313959943970475,0.1317153437822837,1.8805941633853152,Track_15,15
6,0.2958804594449302,1.2164493506316212,0.0201694651922128,0.2511931253788114,0.1970883937096266,55.92140683509186,0.0449922788207925,0.0133123361289705,0.0449922788207926,2.0163248550235044,Track_16,16
7,0.3676264645573657,1.3987571482744203,0.0166285774304419,0.35713906504375,0.239550009710984,47.05618746334281,0.0576105338306601,0.021179156873428,0.0576105338306601,2.055558676726877,Track_18,18
8,0.3408202145027359,1.3945066748496946,0.0101294851589378,0.301986919197965,0.2506633095328955,74.29880676159644,0.0722919593388655,0.0246385610886952,0.0722919593388655,1.861807965040423,Track_20,20
9,0.2471709010404267,0.821722042767117,0.0054206043991897,0.2127927382775672,0.1648183192075761,123.33827961917297,0.0585422568172741,0.0144699423664657,0.0585422568172741,1.8747840913211244,Track_24,24
10,0.2476411858480641,0.8693577541266808,0.0099095999764518,0.218793802368686,0.1607503914595191,65.62491424973702,0.168830569541225,0.041809402448593,0.1688305695412251,1.7945489845662117,Track_26,26
11,0.3339301461769048,1.4235319076225046,0.0197299544106413,0.3114270629842157,0.2218881722649409,67.11995938155783,0.0300425723048115,0.0100321205612759,0.0300425723048115,2.00850880294263,Track_27,27
12,0.2751634185419951,1.1680497077368626,0.0127413762076029,0.2451071904070957,0.1671435821392988,137.3065458524555,0.0347962751513795,0.0095746620231814,0.0347962751513794,2.046648549473,Track_30,30
13,0.2776765431805812,0.95436747595164,0.0230670101728733,0.2487078589906623,0.1828947648555806,51.092483945226974,0.1268993195591007,0.035236964387139,0.1268993195591007,1.6902439609004791,Track_31,31
14,0.3791532682932,1.3408894597378715,0.0325255382167216,0.3074770724699241,0.2583622903316785,43.602625853718,0.1003136300957323,0.038034240705152,0.1003136300957323,1.7429548756596736,Track_35,35
15,0.3376206866675315,0.934433101985852,0.0336509267448695,0.3165328197542921,0.1871431294151793,49.2926202534596,0.0612257558622639,0.0206710817359561,0.0612257558622639,1.971080993110224,Track_36,36
16,0.2394136677876982,0.8375012187463262,0.0033770826471788,0.1814541505898693,0.1760825829263074,119.4674202260615,0.0517096557610397,0.0123799983457898,0.0517096557610397,1.770957372098815,Track_39,39
17,0.2481167283718981,1.0491931293140748,0.012259908056448,0.2069392653463624,0.1954478330197085,37.46562598415664,0.0359752672085025,0.0089260656020784,0.0359752672085025,2.009360654959544,Track_41,41
18,0.339525365950743,1.3914097483465984,0.0394050344228115,0.3118446443362363,0.2085702440702777,82.5046639260305,0.0562984932583148,0.0191147665260047,0.0562984932583148,2.007346405329528,Track_43,43
